"id";"Name";"Class";"Faction";"src"
48140;"Malfurion's Leggings of Triumph";"Druid";"alliance";47559
48139;"Malfurion's Robe of Triumph";"Druid";"alliance";47559
48138;"Malfurion's Spaulders of Triumph";"Druid";"alliance";47559
47762;"Khadgar's Gauntlets of Triumph";"Mage";"alliance";47559
47761;"Khadgar's Hood of Triumph";"Mage";"alliance";47559
47760;"Khadgar's Leggings of Triumph";"Mage";"alliance";47559
47759;"Khadgar's Robe of Triumph";"Mage";"alliance";47559
47758;"Khadgar's Shoulderpads of Triumph";"Mage";"alliance";47559
48232;"VanCleef's Breastplate of Triumph";"Rogue";"alliance";47559
48231;"VanCleef's Gauntlets of Triumph";"Rogue";"alliance";47559
48230;"VanCleef's Helmet of Triumph";"Rogue";"alliance";47559
48229;"VanCleef's Legplates of Triumph";"Rogue";"alliance";47559
48228;"VanCleef's Pauldrons of Triumph";"Rogue";"alliance";47559
48552;"Koltira's Pauldrons of Triumph";"Death Knight";"horde";47559
48551;"Koltira's Legguards of Triumph";"Death Knight";"horde";47559
48550;"Koltira's Faceguard of Triumph";"Death Knight";"horde";47559
48549;"Koltira's Handguards of Triumph";"Death Knight";"horde";47559
48548;"Koltira's Chestguard of Triumph";"Death Knight";"horde";47559
48495;"Koltira's Shoulderplates of Triumph";"Death Knight";"horde";47559
48494;"Koltira's Legplates of Triumph";"Death Knight";"horde";47559
48493;"Koltira's Helmet of Triumph";"Death Knight";"horde";47559
48492;"Koltira's Gauntlets of Triumph";"Death Knight";"horde";47559
48491;"Koltira's Battleplate of Triumph";"Death Knight";"horde";47559
48202;"Runetotem's Handgrips of Triumph";"Druid";"horde";47559
48201;"Runetotem's Headguard of Triumph";"Druid";"horde";47559
48200;"Runetotem's Legguards of Triumph";"Druid";"horde";47559
48199;"Runetotem's Raiments of Triumph";"Druid";"horde";47559
48198;"Runetotem's Shoulderpads of Triumph";"Druid";"horde";47559
48177;"Runetotem's Mantle of Triumph";"Druid";"horde";47559
48176;"Runetotem's Vestments of Triumph";"Druid";"horde";47559
48175;"Runetotem's Trousers of Triumph";"Druid";"horde";47559
48174;"Runetotem's Cover of Triumph";"Druid";"horde";47559
48173;"Runetotem's Gloves of Triumph";"Druid";"horde";47559
48147;"Runetotem's Spaulders of Triumph";"Druid";"horde";47559
48146;"Runetotem's Robe of Triumph";"Druid";"horde";47559
48145;"Runetotem's Leggings of Triumph";"Druid";"horde";47559
48144;"Runetotem's Headpiece of Triumph";"Druid";"horde";47559
48143;"Runetotem's Handguards of Triumph";"Druid";"horde";47559
47767;"Sunstrider's Shoulderpads of Triumph";"Mage";"horde";47559
47766;"Sunstrider's Robe of Triumph";"Mage";"horde";47559
47765;"Sunstrider's Leggings of Triumph";"Mage";"horde";47559
47764;"Sunstrider's Hood of Triumph";"Mage";"horde";47559
47763;"Sunstrider's Gauntlets of Triumph";"Mage";"horde";47559
48237;"Garona's Pauldrons of Triumph";"Rogue";"horde";47559
48236;"Garona's Legplates of Triumph";"Rogue";"horde";47559
48235;"Garona's Helmet of Triumph";"Rogue";"horde";47559
48234;"Garona's Gauntlets of Triumph";"Rogue";"horde";47559
48233;"Garona's Breastplate of Triumph";"Rogue";"horde";47559
48264;"Windrunner's Tunic of Triumph";"Hunter";"alliance";47558
48263;"Windrunner's Handguards of Triumph";"Hunter";"alliance";47558
48262;"Windrunner's Headpiece of Triumph";"Hunter";"alliance";47558
48261;"Windrunner's Legguards of Triumph";"Hunter";"alliance";47558
48260;"Windrunner's Spaulders of Triumph";"Hunter";"alliance";47558
48355;"Nobundo's Chestguard of Triumph";"Shaman";"alliance";47558
48354;"Nobundo's Grips of Triumph";"Shaman";"alliance";47558
48353;"Nobundo's Faceguard of Triumph";"Shaman";"alliance";47558
48352;"Nobundo's War-Kilt of Triumph";"Shaman";"alliance";47558
48351;"Nobundo's Shoulderguards of Triumph";"Shaman";"alliance";47558
48325;"Nobundo's Hauberk of Triumph";"Shaman";"alliance";47558
48324;"Nobundo's Gloves of Triumph";"Shaman";"alliance";47558
48323;"Nobundo's Helm of Triumph";"Shaman";"alliance";47558
48322;"Nobundo's Kilt of Triumph";"Shaman";"alliance";47558
48321;"Nobundo's Shoulderpads of Triumph";"Shaman";"alliance";47558
48294;"Nobundo's Tunic of Triumph";"Shaman";"alliance";47558
48293;"Nobundo's Handguards of Triumph";"Shaman";"alliance";47558
48292;"Nobundo's Headpiece of Triumph";"Shaman";"alliance";47558
48291;"Nobundo's Legguards of Triumph";"Shaman";"alliance";47558
48290;"Nobundo's Spaulders of Triumph";"Shaman";"alliance";47558
48455;"Wrynn's Pauldrons of Triumph";"Warrior";"alliance";47558
48453;"Wrynn's Handguards of Triumph";"Warrior";"alliance";47558
48451;"Wrynn's Breastplate of Triumph";"Warrior";"alliance";47558
48447;"Wrynn's Legguards of Triumph";"Warrior";"alliance";47558
48433;"Wrynn's Greathelm of Triumph";"Warrior";"alliance";47558
48385;"Wrynn's Battleplate of Triumph";"Warrior";"alliance";47558
48384;"Wrynn's Gauntlets of Triumph";"Warrior";"alliance";47558
48383;"Wrynn's Helmet of Triumph";"Warrior";"alliance";47558
48382;"Wrynn's Legplates of Triumph";"Warrior";"alliance";47558
48381;"Wrynn's Shoulderplates of Triumph";"Warrior";"alliance";47558
48269;"Windrunner's Spaulders of Triumph";"Hunter";"horde";47558
48268;"Windrunner's Legguards of Triumph";"Hunter";"horde";47558
48267;"Windrunner's Headpiece of Triumph";"Hunter";"horde";47558
48266;"Windrunner's Handguards of Triumph";"Hunter";"horde";47558
48265;"Windrunner's Tunic of Triumph";"Hunter";"horde";47558
48360;"Thrall's Shoulderguards of Triumph";"Shaman";"horde";47558
48359;"Thrall's War-Kilt of Triumph";"Shaman";"horde";47558
48358;"Thrall's Faceguard of Triumph";"Shaman";"horde";47558
48357;"Thrall's Grips of Triumph";"Shaman";"horde";47558
48356;"Thrall's Chestguard of Triumph";"Shaman";"horde";47558
48330;"Thrall's Shoulderpads of Triumph";"Shaman";"horde";47558
48329;"Thrall's Kilt of Triumph";"Shaman";"horde";47558
48328;"Thrall's Helm of Triumph";"Shaman";"horde";47558
48327;"Thrall's Gloves of Triumph";"Shaman";"horde";47558
48326;"Thrall's Hauberk of Triumph";"Shaman";"horde";47558
48309;"Thrall's Spaulders of Triumph";"Shaman";"horde";47558
48308;"Thrall's Legguards of Triumph";"Shaman";"horde";47558
48307;"Thrall's Headpiece of Triumph";"Shaman";"horde";47558
48306;"Thrall's Handguards of Triumph";"Shaman";"horde";47558
48305;"Thrall's Tunic of Triumph";"Shaman";"horde";47558
48470;"Hellscream's Pauldrons of Triumph";"Warrior";"horde";47558
48469;"Hellscream's Legguards of Triumph";"Warrior";"horde";47558
48468;"Hellscream's Greathelm of Triumph";"Warrior";"horde";47558
48467;"Hellscream's Handguards of Triumph";"Warrior";"horde";47558
48466;"Hellscream's Breastplate of Triumph";"Warrior";"horde";47558
48400;"Hellscream's Shoulderplates of Triumph";"Warrior";"horde";47558
48399;"Hellscream's Legplates of Triumph";"Warrior";"horde";47558
48398;"Hellscream's Helmet of Triumph";"Warrior";"horde";47558
48397;"Hellscream's Gauntlets of Triumph";"Warrior";"horde";47558
48396;"Hellscream's Battleplate of Triumph";"Warrior";"horde";47558
48646;"Turalyon's Shoulderguards of Triumph";"Paladin";"alliance";47557
48645;"Turalyon's Legguards of Triumph";"Paladin";"alliance";47557
48644;"Turalyon's Faceguard of Triumph";"Paladin";"alliance";47557
48643;"Turalyon's Handguards of Triumph";"Paladin";"alliance";47557
48642;"Turalyon's Breastplate of Triumph";"Paladin";"alliance";47557
48616;"Turalyon's Battleplate of Triumph";"Paladin";"alliance";47557
48615;"Turalyon's Gauntlets of Triumph";"Paladin";"alliance";47557
48614;"Turalyon's Helm of Triumph";"Paladin";"alliance";47557
48613;"Turalyon's Legplates of Triumph";"Paladin";"alliance";47557
48612;"Turalyon's Shoulderplates of Triumph";"Paladin";"alliance";47557
48584;"Turalyon's Tunic of Triumph";"Paladin";"alliance";47557
48583;"Turalyon's Gloves of Triumph";"Paladin";"alliance";47557
48582;"Turalyon's Headpiece of Triumph";"Paladin";"alliance";47557
48581;"Turalyon's Greaves of Triumph";"Paladin";"alliance";47557
48580;"Turalyon's Spaulders of Triumph";"Paladin";"alliance";47557
48086;"Velen's Handwraps of Triumph";"Priest";"alliance";47557
48085;"Velen's Circlet of Triumph";"Priest";"alliance";47557
48084;"Velen's Pants of Triumph";"Priest";"alliance";47557
48083;"Velen's Raiments of Triumph";"Priest";"alliance";47557
48082;"Velen's Mantle of Triumph";"Priest";"alliance";47557
48037;"Velen's Gloves of Triumph";"Priest";"alliance";47557
48035;"Velen's Cowl of Triumph";"Priest";"alliance";47557
48033;"Velen's Leggings of Triumph";"Priest";"alliance";47557
48031;"Velen's Robe of Triumph";"Priest";"alliance";47557
48029;"Velen's Shoulderpads of Triumph";"Priest";"alliance";47557
47792;"Kel'Thuzad's Shoulderpads of Triumph";"Warlock";"alliance";47557
47791;"Kel'Thuzad's Robe of Triumph";"Warlock";"alliance";47557
47790;"Kel'Thuzad's Leggings of Triumph";"Warlock";"alliance";47557
47789;"Kel'Thuzad's Hood of Triumph";"Warlock";"alliance";47557
47788;"Kel'Thuzad's Gloves of Triumph";"Warlock";"alliance";47557
48651;"Liadrin's Breastplate of Triumph";"Paladin";"horde";47557
48650;"Liadrin's Handguards of Triumph";"Paladin";"horde";47557
48649;"Liadrin's Faceguard of Triumph";"Paladin";"horde";47557
48648;"Liadrin's Legguards of Triumph";"Paladin";"horde";47557
48647;"Liadrin's Shoulderguards of Triumph";"Paladin";"horde";47557
48621;"Liadrin's Shoulderplates of Triumph";"Paladin";"horde";47557
48620;"Liadrin's Legplates of Triumph";"Paladin";"horde";47557
48619;"Liadrin's Helm of Triumph";"Paladin";"horde";47557
48618;"Liadrin's Gauntlets of Triumph";"Paladin";"horde";47557
48617;"Liadrin's Battleplate of Triumph";"Paladin";"horde";47557
48589;"Liadrin's Tunic of Triumph";"Paladin";"horde";47557
48588;"Liadrin's Gloves of Triumph";"Paladin";"horde";47557
48587;"Liadrin's Headpiece of Triumph";"Paladin";"horde";47557
48586;"Liadrin's Greaves of Triumph";"Paladin";"horde";47557
48585;"Liadrin's Spaulders of Triumph";"Paladin";"horde";47557
48091;"Zabra's Mantle of Triumph";"Priest";"horde";47557
48090;"Zabra's Raiments of Triumph";"Priest";"horde";47557
48089;"Zabra's Pants of Triumph";"Priest";"horde";47557
48088;"Zabra's Circlet of Triumph";"Priest";"horde";47557
48087;"Zabra's Handwraps of Triumph";"Priest";"horde";47557
48061;"Zabra's Shoulderpads of Triumph";"Priest";"horde";47557
48060;"Zabra's Robe of Triumph";"Priest";"horde";47557
48059;"Zabra's Leggings of Triumph";"Priest";"horde";47557
48058;"Zabra's Cowl of Triumph";"Priest";"horde";47557
48057;"Zabra's Gloves of Triumph";"Priest";"horde";47557
47797;"Gul'dan's Gloves of Triumph";"Warlock";"horde";47557
47796;"Gul'dan's Hood of Triumph";"Warlock";"horde";47557
47795;"Gul'dan's Leggings of Triumph";"Warlock";"horde";47557
47794;"Gul'dan's Robe of Triumph";"Warlock";"horde";47557
47793;"Gul'dan's Shoulderpads of Triumph";"Warlock";"horde";47557
48542;"Thassarian's Pauldrons of Triumph";"Death Knight";"alliance";47242
48541;"Thassarian's Legguards of Triumph";"Death Knight";"alliance";47242
48540;"Thassarian's Faceguard of Triumph";"Death Knight";"alliance";47242
48539;"Thassarian's Handguards of Triumph";"Death Knight";"alliance";47242
48538;"Thassarian's Chestguard of Triumph";"Death Knight";"alliance";47242
48485;"Thassarian's Shoulderplates of Triumph";"Death Knight";"alliance";47242
48484;"Thassarian's Legplates of Triumph";"Death Knight";"alliance";47242
48483;"Thassarian's Helmet of Triumph";"Death Knight";"alliance";47242
48482;"Thassarian's Gauntlets of Triumph";"Death Knight";"alliance";47242
48481;"Thassarian's Battleplate of Triumph";"Death Knight";"alliance";47242
48212;"Malfurion's Handgrips of Triumph";"Druid";"alliance";47242
48211;"Malfurion's Headguard of Triumph";"Druid";"alliance";47242
48210;"Malfurion's Legguards of Triumph";"Druid";"alliance";47242
48209;"Malfurion's Raiments of Triumph";"Druid";"alliance";47242
48208;"Malfurion's Shoulderpads of Triumph";"Druid";"alliance";47242
48167;"Malfurion's Mantle of Triumph";"Druid";"alliance";47242
48166;"Malfurion's Vestments of Triumph";"Druid";"alliance";47242
48165;"Malfurion's Trousers of Triumph";"Druid";"alliance";47242
48164;"Malfurion's Cover of Triumph";"Druid";"alliance";47242
48163;"Malfurion's Gloves of Triumph";"Druid";"alliance";47242
48137;"Malfurion's Spaulders of Triumph";"Druid";"alliance";47242
48136;"Malfurion's Robe of Triumph";"Druid";"alliance";47242
48135;"Malfurion's Leggings of Triumph";"Druid";"alliance";47242
48134;"Malfurion's Headpiece of Triumph";"Druid";"alliance";47242
48133;"Malfurion's Handguards of Triumph";"Druid";"alliance";47242
48259;"Windrunner's Spaulders of Triumph";"Hunter";"alliance";47242
48258;"Windrunner's Legguards of Triumph";"Hunter";"alliance";47242
48257;"Windrunner's Headpiece of Triumph";"Hunter";"alliance";47242
48256;"Windrunner's Handguards of Triumph";"Hunter";"alliance";47242
48255;"Windrunner's Tunic of Triumph";"Hunter";"alliance";47242
47757;"Khadgar's Shoulderpads of Triumph";"Mage";"alliance";47242
47756;"Khadgar's Robe of Triumph";"Mage";"alliance";47242
